NEWID,MEMBNO,AGE,SEX,EARNER,EARNTYPE,INC_HRSQ,INCOMEY,OCCUCODE,HISPANIC,MEMBRACE,PAYSTUB,SALARYX,WKSTATUS
03342284,3,73,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03342304,1,63,2,1,4,15,1,04,NA,1,2,4689,1
03342304,2,52,1,1,1,40,5,10,NA,1,2,8300,2
03342324,1,45,1,1,1,45,3,02,NA,1,2,60000,1
03342324,2,45,2,1,1,60,1,01,NA,1,2,NA,1
03342324,3,13,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03342324,4,11,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03342334,1,33,2,1,1,40,1,03,NA,1,2,NA,1
03342334,2,34,1,1,1,40,1,11,NA,1,2,25000,1
03342334,3,8,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03342334,4,7,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03342344,1,62,1,1,1,40,1,06,NA,1,2,100000,1
03342344,2,52,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03342364,1,31,2,1,1,40,1,09,NA,1,2,36000,1
03342364,2,4,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03342384,1,23,1,1,1,40,2,10,NA,1,2,NA,1
03342394,1,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03342404,1,66,1,2,NA,NA,NA,,NA,4,NA,NA,NA
03342404,2,66,2,2,NA,NA,NA,,NA,4,NA,NA,NA
03342404,3,65,1,1,1,40,1,12,NA,4,2,NA,1
03342404,4,28,2,1,1,36,1,03,NA,4,2,48000,1
03342404,6,27,1,1,1,40,1,03,NA,4,2,NA,1
03342414,1,32,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03342414,2,35,1,1,1,40,1,10,NA,1,2,NA,1
03342414,3,6,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03342414,4,1,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03342424,1,62,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03342454,1,62,1,1,1,40,1,12,NA,1,2,NA,1
03342474,1,30,1,1,1,40,4,10,NA,1,2,31000,1
03342474,2,31,2,1,2,30,5,10,NA,1,NA,NA,2
03342474,3,4,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03342484,1,43,1,1,1,50,1,03,NA,1,2,NA,1
03342484,2,44,2,1,4,20,1,06,NA,1,2,NA,1
03342484,3,12,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03342484,4,10,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03342494,1,40,2,1,4,20,5,10,NA,1,2,1800,2
03342494,2,14,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03342494,3,14,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03342494,4,12,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03342504,1,35,2,1,1,40,1,11,NA,2,2,NA,1
03342504,2,11,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03342534,1,58,2,1,1,43,1,03,NA,1,1,101000,1
03342554,1,33,1,1,1,70,5,13,NA,1,2,50000,2
03342554,2,30,2,1,1,40,1,03,NA,1,2,35000,1
03342554,3,0,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03342554,4,7,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03342574,1,72,2,1,4,20,1,05,NA,1,2,80000,1
03342584,1,47,2,1,1,40,1,04,NA,1,2,NA,1
03342594,1,75,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03342604,1,20,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03342684,1,21,2,2,NA,NA,NA,,1,1,NA,NA,NA
03342684,2,21,1,2,NA,50,6,10,1,1,2,NA,3
03342684,3,2,1,NA,NA,NA,NA,,1,1,NA,NA,NA
03342714,1,65,2,1,1,60,1,05,NA,1,NA,NA,1
03342724,1,44,1,1,1,40,1,05,NA,4,2,NA,1
03342724,2,44,2,1,2,20,1,05,NA,4,2,NA,1
03342724,3,18,2,2,NA,NA,NA,,NA,4,NA,NA,NA
03342724,4,70,1,2,NA,NA,NA,,NA,4,NA,NA,NA
03342754,1,70,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03342774,1,61,2,1,2,30,1,04,NA,1,2,NA,1
03342774,2,24,1,1,4,25,1,05,NA,1,2,NA,1
03342824,1,50,2,1,3,45,1,01,NA,1,2,7500,1
03342824,2,42,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03342864,1,27,1,1,4,30,1,10,NA,1,2,18000,1
03342904,1,69,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03342904,2,62,2,1,1,60,5,03,NA,1,2,63000,2
03342924,1,41,1,1,1,40,1,10,NA,1,2,NA,1
03342924,2,40,1,1,1,55,1,10,NA,1,2,NA,1
03342954,1,63,2,1,3,45,1,02,NA,1,2,30000,1
03342984,1,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03343024,1,32,2,1,3,60,1,13,1,1,2,19000,1
03343024,2,26,1,1,3,60,1,13,1,1,2,20000,1
03343024,3,17,2,2,NA,NA,NA,,1,1,NA,NA,NA
03343024,4,12,2,NA,NA,NA,NA,,1,1,NA,NA,NA
03343024,5,10,1,NA,NA,NA,NA,,1,1,NA,NA,NA
03343024,6,7,1,NA,NA,NA,NA,,1,1,NA,NA,NA
03343024,7,2,1,NA,NA,NA,NA,,1,1,NA,NA,NA
03343034,1,54,2,1,1,40,1,03,NA,1,2,NA,1
03343034,2,53,1,1,1,60,1,01,NA,1,NA,NA,1
03343034,4,20,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03343034,6,16,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03343084,1,67,1,1,2,20,1,01,NA,1,2,12000,1
03343084,2,67,2,1,4,8,3,01,NA,1,NA,NA,1
03343084,3,87,2,1,1,36,1,09,NA,1,NA,NA,1
03343094,1,66,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03343094,2,64,2,1,3,40,1,01,NA,1,2,18200,1
03343104,1,41,2,1,4,24,5,10,NA,1,NA,NA,2
03343104,2,17,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03343104,3,16,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03343114,1,24,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03343114,2,1,1,NA,NA,NA,NA,,NA,6,NA,NA,NA
03343154,1,40,1,1,1,45,1,12,1,1,2,30000,1
03343154,2,38,2,2,NA,NA,NA,,1,1,NA,NA,NA
03343154,3,14,1,2,NA,NA,NA,,1,1,NA,NA,NA
03343154,4,7,2,NA,NA,NA,NA,,2,1,NA,NA,NA
03343154,5,6,2,NA,NA,NA,NA,,2,1,NA,NA,NA
03343164,1,29,2,1,1,40,2,03,NA,2,2,59000,1
03343174,1,36,1,1,4,30,1,10,4,1,2,NA,1
03343174,2,44,2,2,NA,NA,NA,,4,1,NA,NA,NA
03343174,3,6,2,NA,NA,NA,NA,,4,1,NA,NA,NA
03343214,1,24,1,1,4,33,1,05,NA,1,1,2000,1
03343234,1,45,2,1,1,40,2,03,NA,1,2,72061,1
03343234,2,39,1,1,1,40,1,12,NA,1,2,52000,1
03343234,3,4,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03343234,4,0,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03343254,1,28,2,1,1,45,1,11,NA,1,2,65000,1
03343254,2,28,1,1,1,45,1,11,NA,1,2,65000,1
03343304,1,35,1,1,1,50,1,05,NA,1,2,125000,1
03343304,2,24,2,1,1,40,1,03,NA,1,2,32888,1
03343304,3,6,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03343314,1,52,1,1,1,40,1,12,NA,2,NA,NA,1
03343314,2,50,2,1,1,40,4,02,NA,2,NA,NA,1
03343314,3,27,2,1,1,40,3,01,NA,2,NA,NA,1
03343314,4,2,1,NA,NA,NA,NA,,NA,2,NA,NA,NA
03343314,5,23,2,1,1,40,1,03,NA,2,NA,NA,1
03343344,1,77,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03343344,2,70,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03343384,1,66,2,1,4,30,1,10,NA,1,2,15000,1
03343384,2,39,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03343384,3,11,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03343414,1,63,1,1,1,40,5,06,NA,1,NA,NA,2
03343434,1,43,1,1,1,40,1,10,1,1,2,NA,1
03343434,2,41,2,1,1,40,1,10,1,1,2,NA,1
03343434,3,14,1,2,NA,NA,NA,,1,1,NA,NA,NA
03343434,4,12,1,NA,NA,NA,NA,,1,1,NA,NA,NA
03343434,5,9,2,NA,NA,NA,NA,,1,1,NA,NA,NA
03343504,1,74,2,1,2,15,4,10,NA,1,2,2000,1
03343504,2,51,2,1,1,40,3,01,NA,1,2,NA,1
03343504,3,57,1,1,3,40,1,12,NA,1,2,NA,1
03343504,4,17,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03343514,1,39,2,1,2,10,1,04,NA,1,2,NA,1
03343514,2,48,1,1,3,50,1,03,NA,1,2,70000,1
03343514,3,16,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03343514,4,14,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03343514,5,9,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03343534,1,62,2,1,2,32,1,10,NA,2,1,19000,1
03343554,1,69,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03343554,2,72,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03343624,1,68,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03343624,2,68,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03343634,1,44,1,1,1,60,5,03,6,1,1,NA,2
03343664,1,43,1,1,1,50,1,11,NA,3,2,59000,1
03343694,1,77,2,1,1,60,5,06,NA,1,NA,NA,2
03343694,2,80,1,1,2,10,5,06,NA,1,NA,NA,2
03343764,1,30,1,1,4,30,1,10,NA,1,1,7000,1
03343784,1,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03343784,2,87,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03343814,1,35,2,1,2,24,5,10,1,1,NA,NA,2
03343814,2,73,1,2,NA,NA,NA,,1,1,NA,NA,NA
03343834,1,70,2,2,NA,NA,NA,,1,1,NA,NA,NA
03343844,1,80,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03343844,2,65,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03343854,1,82,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03343864,1,34,2,1,1,40,1,10,NA,1,2,20000,1
03343864,2,19,1,2,NA,NA,NA,,2,1,NA,NA,NA
03343864,3,16,1,2,NA,NA,NA,,2,1,NA,NA,NA
03343864,4,0,2,NA,NA,NA,NA,,NA,6,NA,NA,NA
03343874,1,59,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03343884,1,61,1,1,1,40,1,01,NA,1,2,64200,1
03343884,2,58,2,1,1,40,3,02,NA,1,2,42000,1
03343894,1,52,2,1,1,40,1,10,NA,4,2,30000,1
03343904,1,68,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03343924,1,56,1,1,1,40,4,10,NA,1,1,60000,1
03343924,2,55,2,1,1,36,1,03,1,1,1,76000,1
03343934,1,73,1,2,NA,NA,NA,,1,1,NA,NA,NA
03343934,2,73,2,2,NA,NA,NA,,1,1,NA,NA,NA
03343954,1,44,1,1,1,40,3,01,NA,2,2,57000,1
03343954,2,46,2,1,3,35,1,10,NA,1,2,NA,1
03343954,3,17,1,1,4,4,1,05,NA,2,2,NA,1
03343954,4,14,1,2,NA,NA,NA,,NA,2,NA,NA,NA
03343994,1,51,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03343994,2,69,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03344004,1,36,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03344004,2,30,1,1,3,38,1,11,NA,2,2,37000,1
03344004,3,2,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03344004,4,0,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03344014,1,71,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03344014,2,68,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03344024,1,30,1,1,2,30,1,10,1,1,2,19200,1
03344054,1,29,2,1,1,40,1,01,NA,2,2,NA,1
03344074,1,57,1,1,1,55,1,07,4,1,2,47000,1
03344074,2,51,2,1,1,35,1,03,NA,1,2,NA,1
03344074,3,16,1,2,NA,NA,NA,,4,1,NA,NA,NA
03344084,1,53,1,1,3,40,1,05,NA,1,2,18500,1
03344084,2,12,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03344104,1,55,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03344114,1,70,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03344114,2,72,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03344124,1,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03344134,1,82,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03344134,2,87,1,2,NA,NA,NA,,NA,2,NA,NA,NA
03344154,1,54,2,1,1,40,1,03,NA,1,2,NA,1
03344154,2,59,1,1,1,40,1,03,NA,1,2,NA,1
03344154,3,19,1,1,2,20,1,06,NA,1,2,NA,1
03344164,1,37,1,1,3,55,1,12,1,1,2,26000,1
03344164,2,41,2,2,NA,NA,NA,,1,1,NA,NA,NA
03344164,3,12,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03344164,4,8,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03344204,1,66,1,1,2,30,1,05,NA,1,2,17000,1
03344204,2,56,2,1,2,30,1,05,NA,1,2,15500,1
03344234,1,53,2,1,2,32,1,04,NA,1,2,43000,1
03344234,2,31,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03344234,3,26,1,1,1,70,1,07,NA,1,2,90000,1
03344244,1,70,1,2,NA,NA,NA,,1,1,NA,NA,NA
03344244,2,70,2,2,NA,NA,NA,,1,1,NA,NA,NA
03344254,1,64,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03344264,1,52,2,1,1,47,1,09,NA,2,2,24900,1
03344264,2,78,1,2,NA,NA,NA,,NA,2,NA,NA,NA
03344264,4,53,2,1,1,40,1,09,NA,2,2,NA,1
03344264,5,24,2,1,4,24,1,10,NA,2,2,NA,1
03344304,1,44,1,1,1,40,1,07,NA,1,2,280500,1
03344324,1,29,1,1,1,40,1,06,NA,1,2,NA,1
03344324,2,24,2,1,1,40,1,03,NA,1,2,NA,1
03344324,3,30,1,1,1,40,1,03,NA,1,2,NA,1
03344344,1,54,1,1,1,50,3,02,NA,1,1,NA,1
03344344,2,55,2,1,1,38,3,01,NA,1,2,NA,1
03344354,1,52,1,2,NA,NA,NA,,NA,2,NA,NA,NA
03344354,2,53,1,2,NA,NA,NA,,NA,2,NA,NA,NA
03344414,1,27,1,1,1,50,1,06,NA,1,2,17000,1
03344424,1,69,1,1,2,20,5,10,NA,6,2,6000,2
03344424,2,56,2,1,1,40,1,08,NA,1,2,NA,1
03344424,3,17,1,1,4,20,1,05,NA,1,2,4000,1
03344444,1,70,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03344444,2,81,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03344454,1,74,1,2,NA,NA,NA,,NA,2,NA,NA,NA
03344464,1,59,2,1,1,40,1,04,NA,1,2,NA,1
03344464,2,60,1,1,1,40,1,04,NA,1,2,NA,1
03344474,1,66,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03344484,1,37,1,1,1,40,1,12,2,1,2,30000,1
03344484,2,14,2,2,NA,NA,NA,,2,1,NA,NA,NA
03344484,3,10,1,NA,NA,NA,NA,,2,1,NA,NA,NA
03344484,4,4,2,NA,NA,NA,NA,,2,1,NA,NA,NA
03344574,1,32,2,1,4,25,1,05,3,1,2,801,1
03344574,2,29,1,1,1,35,5,03,1,1,NA,NA,2
03344574,3,10,2,NA,NA,NA,NA,,3,1,NA,NA,NA
03344574,4,9,1,NA,NA,NA,NA,,3,1,NA,NA,NA
03344574,5,8,1,NA,NA,NA,NA,,3,1,NA,NA,NA
03344574,6,6,2,NA,NA,NA,NA,,3,1,NA,NA,NA
03344604,1,32,2,1,1,40,1,05,NA,1,2,30000,1
03344604,2,32,1,1,1,40,1,11,NA,1,2,30000,1
03344604,3,12,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03344624,1,66,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03344624,2,69,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03344644,8,62,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03344654,1,62,1,1,2,30,5,01,NA,1,2,24000,2
03344664,1,65,1,1,2,20,1,05,NA,1,2,18000,1
03344664,2,62,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03344674,1,33,2,1,1,45,1,04,NA,1,2,36000,1
03344674,2,30,1,1,1,45,1,12,2,1,2,55000,1
03344674,3,8,2,NA,NA,NA,NA,,2,1,NA,NA,NA
03344674,4,6,2,NA,NA,NA,NA,,2,1,NA,NA,NA
03344714,2,34,2,1,1,70,1,01,NA,2,2,NA,1
03344714,4,35,1,1,1,50,1,03,NA,2,2,NA,1
03344744,1,37,1,1,1,47,1,03,NA,1,2,67000,1
03344744,2,37,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03344744,3,4,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03344744,4,2,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03344744,5,1,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03344754,1,32,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03344794,1,22,1,1,1,50,2,15,NA,1,2,48000,1
03344794,2,19,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03344804,1,73,1,1,1,50,1,07,NA,1,2,50000,1
03344804,2,50,2,1,3,40,1,10,NA,2,2,7200,1
03344804,3,19,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03344864,1,33,2,1,1,40,2,03,NA,1,2,144000,1
03344864,2,29,1,1,1,40,2,15,NA,1,2,75000,1
03344874,1,71,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03344874,2,75,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03344884,1,61,1,1,1,60,1,11,NA,1,2,56000,1
03344884,2,60,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03344924,1,29,2,1,1,48,1,12,NA,1,2,50000,1
03344924,2,28,1,1,1,40,1,03,NA,1,2,NA,1
03344924,3,5,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03344954,1,57,2,2,NA,NA,NA,,2,1,NA,NA,NA
03344994,1,29,1,1,1,50,1,03,NA,1,2,80000,1
03344994,2,29,2,1,3,40,4,02,NA,1,2,20000,1
03344994,3,0,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03345054,1,39,1,1,3,40,1,06,NA,1,2,16992,1
03345064,1,67,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03345144,1,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03345194,1,63,2,1,2,20,1,05,2,1,NA,NA,1
03345194,2,67,1,1,3,52,5,14,NA,1,NA,NA,2
03345194,3,16,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03345194,4,14,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03345214,1,58,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03345214,2,87,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03345224,1,62,2,1,1,40,1,10,NA,1,NA,NA,1
03345224,2,67,1,1,2,30,5,12,NA,1,2,30000,2
03345254,1,60,2,1,4,30,4,02,NA,1,1,NA,1
03345254,2,10,1,NA,NA,NA,NA,,4,2,NA,NA,NA
03345254,3,6,1,NA,NA,NA,NA,,4,1,NA,NA,NA
03345264,1,78,1,2,NA,NA,NA,,NA,4,NA,NA,NA
03345314,1,75,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03345354,1,53,2,1,1,40,5,03,NA,1,2,NA,2
03345354,2,12,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03345354,3,8,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03345354,4,7,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03345354,5,3,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03345384,1,32,2,1,1,45,1,01,NA,1,2,NA,1
03345384,2,15,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03345384,3,14,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03345384,4,10,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03345404,1,54,1,1,1,40,1,11,2,4,2,NA,1
03345404,2,52,2,1,1,35,1,05,2,1,2,NA,1
03345404,3,32,1,2,NA,NA,NA,,2,1,NA,NA,NA
03345404,4,28,2,2,NA,NA,NA,,2,1,NA,NA,NA
03345404,5,6,2,NA,NA,NA,NA,,2,1,NA,NA,NA
03345404,6,10,1,NA,NA,NA,NA,,2,1,NA,NA,NA
03345424,1,38,2,1,1,40,2,10,NA,1,1,59000,1
03345424,2,37,1,1,1,50,1,05,NA,1,1,46000,1
03345424,3,14,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03345434,1,44,2,1,1,40,1,03,NA,1,2,50000,1
03345434,2,12,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03345434,3,19,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03345474,1,55,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03345484,1,50,1,1,1,50,5,06,NA,1,2,NA,2
03345484,2,42,2,1,1,40,1,04,NA,1,2,NA,1
03345484,3,10,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03345484,4,7,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03345484,5,79,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03345494,1,72,2,2,NA,NA,NA,,6,1,NA,NA,NA
03345504,1,53,2,1,3,80,4,02,NA,1,2,69900,1
03345504,2,21,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03345534,1,59,1,1,1,40,1,03,NA,4,2,120000,1
03345534,2,67,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03345534,3,22,1,2,NA,NA,NA,,NA,4,NA,NA,NA
03345544,1,58,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03345584,1,37,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03345584,2,37,1,1,1,50,1,03,NA,1,2,280500,1
03345584,3,6,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03345584,4,2,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03345604,1,23,1,1,1,40,1,06,NA,1,2,NA,1
03345604,2,23,1,1,1,40,1,06,NA,1,2,NA,1
03345614,1,38,1,1,1,50,1,07,NA,1,2,NA,1
03345614,2,37,2,1,2,20,1,03,NA,1,2,NA,1
03345614,3,7,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03345614,4,1,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03345674,1,58,2,1,1,40,1,09,NA,1,2,17280,1
03345704,1,76,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03345704,2,72,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03345714,1,38,2,1,1,40,1,04,NA,1,2,NA,1
03345714,2,38,1,1,1,40,1,07,NA,1,2,NA,1
03345714,3,15,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03345714,4,15,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03345714,5,10,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03345734,1,37,2,1,1,45,2,15,NA,1,1,62400,1
03345734,2,40,1,1,1,40,1,12,NA,1,2,32000,1
03345734,3,10,2,NA,NA,NA,NA,,NA,3,NA,NA,NA
03345734,4,2,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03345734,5,2,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03345734,6,62,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03345774,1,34,1,1,1,55,1,03,NA,1,1,80000,1
03345774,2,28,1,1,1,40,1,03,NA,1,2,NA,1
03345784,1,61,1,2,NA,NA,NA,,NA,2,NA,NA,NA
03345784,2,59,2,1,2,30,3,10,NA,2,2,NA,1
03345824,1,44,1,1,1,40,1,10,NA,1,2,100000,1
03345834,1,42,1,1,1,50,1,03,NA,1,2,280500,1
03345834,2,42,2,1,1,50,1,03,2,1,2,280500,1
03345834,3,8,1,NA,NA,NA,NA,,2,1,NA,NA,NA
03345834,4,4,1,NA,NA,NA,NA,,2,1,NA,NA,NA
03345904,1,39,1,1,1,55,1,01,NA,1,1,40000,1
03345904,2,38,2,1,1,40,1,11,NA,1,1,25000,1
03345904,3,20,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03345904,4,11,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03345934,1,43,1,1,1,40,1,12,2,1,2,60000,1
03345934,2,19,1,1,3,40,1,05,2,1,2,NA,1
03345934,3,15,2,2,NA,NA,NA,,2,1,NA,NA,NA
03345934,4,47,2,1,1,40,1,07,2,1,2,70000,1
03345954,1,60,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03345964,1,34,2,1,4,20,1,02,NA,1,2,16500,1
03345964,2,35,1,1,4,20,1,02,NA,1,2,16500,1
03346004,1,71,1,1,3,40,3,11,NA,1,2,58000,1
03346014,1,46,1,1,1,50,1,02,NA,1,2,NA,1
03346014,2,45,2,1,4,20,3,10,NA,1,2,NA,1
03346014,3,16,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03346014,4,14,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03346014,5,13,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03346024,1,77,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03346054,1,40,2,1,1,73,4,10,NA,1,2,2760,1
03346064,1,81,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03346074,1,34,1,1,1,60,1,05,NA,1,2,90000,1
03346074,2,33,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03346074,3,7,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03346074,4,4,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03346084,1,52,2,1,1,40,2,10,NA,2,2,56000,1
03346094,1,67,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03346104,1,55,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03346164,1,81,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03346194,1,23,2,1,3,40,1,10,NA,1,2,11350,1
03346194,2,5,2,NA,NA,NA,NA,,NA,6,NA,NA,NA
03346204,1,58,1,1,1,40,2,03,NA,1,2,100000,1
03346204,2,15,2,1,4,4,1,10,NA,1,2,250,1
03346214,1,87,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03346224,1,87,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03346224,2,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03346244,1,43,1,1,1,40,1,07,NA,1,2,50000,1
03346274,1,41,1,1,1,40,1,03,NA,1,2,95000,1
03346274,2,44,2,1,4,15,1,03,NA,1,2,NA,1
03346274,3,10,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03346274,4,6,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03346314,1,63,2,1,1,40,1,04,NA,1,2,NA,1
03346314,2,59,1,1,1,50,1,05,NA,1,NA,NA,1
03346314,3,19,1,1,2,20,1,11,NA,1,NA,NA,1
03346324,1,35,1,1,2,30,5,01,NA,1,2,60000,2
03346324,2,34,2,1,3,50,1,01,NA,1,2,NA,1
03346324,3,13,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
